,PC1,PC2,PC3,class,name
5173,-9824.362587643116,-284.46864869934694,565.2485696053923,gneiss,gneiss19ZNP.jpg
5174,-9820.412700858626,-434.7714281856568,14.405679991914699,gneiss,gneiss1AG8O.jpg
5175,-9820.733549752491,-376.66115932432615,305.0971821388009,gneiss,gneiss1AV5B.jpg
5176,-9818.210674266178,-442.93430338579583,-35.754880342639474,gneiss,gneiss1B4VF.jpg
5177,-9818.474376516539,-383.6641216839473,244.12061501567908,gneiss,gneiss1BC6C.jpg
5178,-9816.442112592593,-436.44969988328853,19.096148441396853,gneiss,gneiss1BFGF.jpg
5179,-9815.121108755842,-448.69459113079006,-49.004348931174604,gneiss,gneiss1BLED.jpg
5180,-9816.15363865523,-348.40010691618625,361.2749317995529,gneiss,gneiss1BNNM.jpg
5181,-9813.85798768946,-414.6595359537122,117.79974644434046,gneiss,gneiss1BORU.jpg
5182,-9812.471321266887,-431.83986307926466,39.65903654087293,gneiss,gneiss1BSRA.jpg
5183,-9814.849331161084,-258.70990730241766,709.8935914737033,gneiss,gneiss1CDRN.jpg
5184,-9810.165872947076,-446.30879513338715,-29.437532229667223,gneiss,gneiss1CRRZ.jpg
5185,-9810.053238992898,-408.43999378044083,161.35241447099685,gneiss,gneiss1CXFT.jpg
5186,-9808.142830642237,-446.75923524591036,-29.001749039464567,gneiss,gneiss1DDPY.jpg
5187,-9807.700675604698,-424.8760514833628,78.08084544269288,gneiss,gneiss1DLBL.jpg
5188,-9807.38169512313,-390.1953533711831,201.32916051197256,gneiss,gneiss1DQG1.jpg
5189,-9805.135573295931,-446.95058914317406,-35.90928932838383,gneiss,gneiss1DY10.jpg
5190,-9805.3602156858,-392.15956649733505,215.0753578508617,gneiss,gneiss1DZKA.jpg
5191,-9804.72511672098,-371.42336032180407,285.390897189763,gneiss,gneiss1EZKQ.jpg
5192,-9802.83414123207,-414.6344417167623,107.8624705256295,gneiss,gneiss1F40X.jpg
5193,-9801.164029937912,-445.3647587574513,-33.36545652027643,gneiss,gneiss1FAB0.jpg
5194,-9800.045915915136,-450.0112183035723,-65.22831931450048,gneiss,gneiss1FD35.jpg
5195,-9799.198399732246,-444.51967068356356,-28.487938767466943,gneiss,gneiss1FYAU.jpg
5196,-9800.752524933088,-317.00246594956167,465.63670775575804,gneiss,gneiss1GGFX.jpg
5197,-9796.855601605419,-450.0880274074245,-46.73391897429315,gneiss,gneiss1GKX1.jpg
5198,-9796.93200750187,-411.4965335628214,121.31081105642828,gneiss,gneiss1GPAC.jpg
5199,-9795.185196640563,-445.68521756214164,-40.09385690024808,gneiss,gneiss1GXLZ.jpg
5200,-9795.351274894561,-394.7748466134198,235.37606748503921,gneiss,gneiss1H25E.jpg
5201,-9793.121159493083,-447.6433382192077,-58.330479476630195,gneiss,gneiss1HPJ5.jpg
5202,-9792.763105723823,-419.8723052742164,97.34852236639018,gneiss,gneiss1IIVH.jpg
5203,-9795.148484111276,-242.88062657330835,697.1441407316157,gneiss,gneiss1J8GJ.jpg
5204,-9789.988037712352,-451.35745870450955,-77.90421654136948,gneiss,gneiss1JANP.jpg
5205,-9789.357300637066,-437.7844049116573,2.5300958728410707,gneiss,gneiss1JJ6Y.jpg
5206,-9788.21430690682,-444.74840554242223,-31.27882442615675,gneiss,gneiss1JJ7V.jpg
5207,-9790.456866951512,-287.9957303808127,641.5658978584829,gneiss,gneiss1JW6V.jpg
5208,-9785.968982968467,-451.49175485389753,-80.76492298482295,gneiss,gneiss1K6HA.jpg
5209,-9785.128934924978,-448.1335532105885,-46.82327721781522,gneiss,gneiss1KFKH.jpg
5210,-9785.9567685903,-364.3097160801428,338.6737268878067,gneiss,gneiss1L2YJ.jpg
5211,-9783.06572616604,-449.86699620431517,-63.929573374989886,gneiss,gneiss1LB4G.jpg
5212,-9782.103624232797,-448.748669989559,-54.03577593784101,gneiss,gneiss1LTYG.jpg
5213,-9785.75357817269,-206.59621288744677,850.2168167114907,gneiss,gneiss1LYH7.jpg
5214,-9781.36483360261,-392.84608252456445,210.99416767696215,gneiss,gneiss1M5XB.jpg
5215,-9778.888213474602,-451.15650813050587,-64.31735594451473,gneiss,gneiss1MDNL.jpg
5216,-9778.060053727675,-448.9435864970818,-51.967114581320345,gneiss,gneiss1MPCF.jpg
5217,-9777.036483865704,-451.12691229460444,-76.02844518291276,gneiss,gneiss1N2MN.jpg
5218,-9776.38033675176,-436.3356138709933,3.465356922171654,gneiss,gneiss1N32C.jpg
5219,-9775.183977085744,-444.1523583947087,-39.911346365371124,gneiss,gneiss1NBG7.jpg
5220,-9774.802382333735,-416.0203446206842,104.57234601190278,gneiss,gneiss1NHZF.jpg
5221,-9773.279210080373,-438.9062880256557,50.573110282963405,gneiss,gneiss1NIXA.jpg
5222,-9772.55140235191,-431.8091264250867,50.99824979323136,gneiss,gneiss1NJM6.jpg
5223,-9771.692993374698,-424.7540366400009,78.93501337645847,gneiss,gneiss1NL21.jpg
5224,-9771.640457438763,-378.6643435020649,263.21871706786374,gneiss,gneiss1OK58.jpg
5225,-9771.154453045803,-352.40446060708945,378.6415491088631,gneiss,gneiss1OMPQ.jpg
5226,-9769.01936425797,-408.2180396239705,139.0538988226843,gneiss,gneiss1OPKS.jpg
5227,-9770.966467904338,-259.01295550859646,739.7447560389315,gneiss,gneiss1OW75.jpg
5228,-9766.480630307602,-431.74388420739007,28.52354056980716,gneiss,gneiss1P3C2.jpg
5229,-9767.724531241023,-327.44552115074475,498.71640940698916,gneiss,gneiss1PF3A.jpg
5230,-9764.365137069091,-435.5462271459894,5.2612077890449624,gneiss,gneiss1Q2VG.jpg
5231,-9763.381883193299,-434.3801380536556,22.483866530465434,gneiss,gneiss1Q999.jpg
5232,-9762.147746609377,-445.90366257576727,-33.265326441402166,gneiss,gneiss1QGXR.jpg
5233,-9761.402211125322,-433.5409835801462,20.595324390522197,gneiss,gneiss1QJAV.jpg
5234,-9762.958559063869,-310.31420619912035,509.76301039784096,gneiss,gneiss1QL4U.jpg
5235,-9760.325428706177,-399.87156920954317,222.38897836837234,gneiss,gneiss1QLKO.jpg
5236,-9758.918731827926,-408.60719904001235,132.324567499144,gneiss,gneiss1QO8Z.jpg
5237,-9758.495151314155,-388.9647542231182,236.55783358891495,gneiss,gneiss1QRGA.jpg
5238,-9758.420690399436,-327.28465224989526,367.29557399936283,gneiss,gneiss1QUIW.jpg
5239,-9757.560428996452,-331.69312576525454,470.6532295231454,gneiss,gneiss1RAOM.jpg
5240,-9755.754309431946,-364.6963562526728,262.06986873746837,gneiss,gneiss1RFQS.jpg
5241,-9753.540286159125,-428.9047361037645,43.039452672886064,gneiss,gneiss1RJK8.jpg
5242,-9752.568903652962,-426.08031642872896,50.110123855747396,gneiss,gneiss1RZC2.jpg
5243,-9751.138538573787,-446.97387238803293,-35.095216065862914,gneiss,gneiss1S8HC.jpg
5244,-9750.034680712379,-450.79641221019375,-76.68043627150054,gneiss,gneiss1SHOI.jpg
5245,-9749.709505075216,-422.34813535482084,74.2430881331343,gneiss,gneiss1SKPH.jpg
5246,-9749.160588623366,-398.9897694203573,158.04761567886223,gneiss,gneiss1SVIB.jpg
5247,-9748.64708332882,-365.34892798324813,193.16104300863634,gneiss,gneiss1T9Q0.jpg
5248,-9746.061099316472,-449.57200933598256,-66.61088185257151,gneiss,gneiss1THX7.jpg
5249,-9745.60701974003,-424.5183170033988,63.72725415850053,gneiss,gneiss1TT1L.jpg
5250,-9749.374128302115,-154.21960810237275,891.5570031761326,gneiss,gneiss1UDHQ.jpg
5251,-9744.847049635633,-366.62896773624374,313.0489756069597,gneiss,gneiss1UEUG.jpg
5252,-9742.504389299482,-428.02340149539384,34.10124639919921,gneiss,gneiss1UIDY.jpg
5253,-9741.66841445572,-425.3537817096323,71.04036757297553,gneiss,gneiss1UJYA.jpg
5254,-9740.181863016052,-445.69120556985285,-47.49853614926271,gneiss,gneiss1UMFX.jpg
5255,-9739.920363304964,-412.95420479484636,130.37019277236192,gneiss,gneiss1UUYF.jpg
5256,-9738.382136628668,-434.3091384107782,10.7640931108644,gneiss,gneiss1V0XI.jpg
5257,-9737.486971095872,-431.40251493339616,34.09872508543061,gneiss,gneiss1VLJR.jpg
5258,-9738.592065376419,-328.4395151292483,450.41872141775974,gneiss,gneiss1VQI4.jpg
5259,-9735.325523120782,-440.29558622056805,-3.1023900456600426,gneiss,gneiss1VY03.jpg
5260,-9734.612428529585,-426.6097352688626,54.33030995072663,gneiss,gneiss1WCFQ.jpg
5261,-9733.73072290461,-419.7809456162103,104.91190993411911,gneiss,gneiss1XGHY.jpg
5262,-9732.079770484039,-448.75295288696356,-52.151872741992825,gneiss,gneiss1XHPF.jpg
5263,-9732.462596915902,-384.1834337267783,223.85960895984792,gneiss,gneiss1XOU9.jpg
5264,-9730.69103895925,-424.9388108909545,79.91094008331773,gneiss,gneiss1XWOJ.jpg
5265,-9730.624145523105,-381.9816748624513,283.5994788450546,gneiss,gneiss1YJ5O.jpg
5266,-9730.442543791147,-332.6866828719961,421.6052464684825,gneiss,gneiss1YP7N.jpg
5267,-9727.122572784616,-445.69744057056766,-36.90833497272462,gneiss,gneiss1YR4Y.jpg
5268,-9726.068684821263,-449.02988437982134,-61.187073567845765,gneiss,gneiss1YSYI.jpg
5269,-9725.233121743533,-443.11386730396,-19.947073567716373,gneiss,gneiss1YXVT.jpg
5270,-9723.943716753294,-449.9208757066596,-59.49112933183474,gneiss,gneiss1YZKO.jpg
5271,-9723.337820725746,-438.40150530771626,-8.187036864582042,gneiss,gneiss1Z5YN.jpg
5272,-9722.846469520993,-416.0670725381172,127.20960477313415,gneiss,gneiss1Z8JD.jpg
5273,-9721.024287534683,-443.92940578969467,6.228857633533185,gneiss,gneiss1Z9RZ.jpg
5274,-9723.011829312158,-302.9368161510857,552.6208725614913,gneiss,gneiss1ZA85.jpg
5275,-9719.811741461524,-417.9842940816011,102.19163932515693,gneiss,gneiss1ZVOT.jpg
5276,-9718.365269591268,-436.1185175642857,0.5100904470891731,gneiss,gneiss20BAA.jpg
5277,-9717.58809973869,-427.65572520009306,78.23355769230655,gneiss,gneiss20BW9.jpg
5278,-9716.082734528925,-449.02060484088827,-64.09391569983028,gneiss,gneiss20F7E.jpg
5279,-9716.744904552246,-369.9845962833728,285.482190259091,gneiss,gneiss20LZD.jpg
5280,-9716.736815578235,-315.56929948123627,443.8633334692555,gneiss,gneiss210QV.jpg
5281,-9713.04553162458,-449.8238265282313,-72.44795012220521,gneiss,gneiss216VM.jpg
5282,-9712.250978883656,-443.37444240845286,-12.844254282315344,gneiss,gneiss21FUF.jpg
5283,-9715.605677956877,-203.12816259108382,774.7347823838065,gneiss,gneiss21JC9.jpg
5284,-9710.739718686264,-423.5730102338188,98.9866123661081,gneiss,gneiss21WJY.jpg
5285,-9709.129910123596,-446.7608940823013,-52.76659697305383,gneiss,gneiss220Q5.jpg
5286,-9709.124952166683,-402.30418465207356,180.72368471501616,gneiss,gneiss22GO5.jpg
5287,-9707.129738506475,-447.0237850663059,-49.82624853123766,gneiss,gneiss22QD4.jpg
5288,-9705.965477661563,-451.4741409086654,-84.78576354295247,gneiss,gneiss22US8.jpg
5289,-9707.185010124804,-352.21917896625934,371.3007466996426,gneiss,gneiss22XHA.jpg
5290,-9704.040613772044,-450.0385613068941,-73.24919666135798,gneiss,gneiss2327Q.jpg
5291,-9705.206191322042,-347.70446733329186,375.36497451076315,gneiss,gneiss2338K.jpg
5292,-9702.973293002236,-411.0222170548881,143.69967294954768,gneiss,gneiss233LF.jpg
5293,-9701.638257468521,-425.7265438854967,70.6499913601035,gneiss,gneiss23HDN.jpg
5294,-9700.07221812378,-448.1942838604708,-56.54783919511958,gneiss,gneiss23HLK.jpg
5295,-9699.211762152447,-444.95112878921475,-28.067633789697172,gneiss,gneiss23IQZ.jpg
5296,-9698.002889446834,-450.0692876291236,-79.11279079514098,gneiss,gneiss240CL.jpg
5297,-9698.191894274676,-398.9313491453633,192.42543747365693,gneiss,gneiss24GGA.jpg
5298,-9696.423681920465,-435.037822219491,10.584702717285008,gneiss,gneiss24L69.jpg
5299,-9696.13694450518,-409.41669545218497,164.69892298935014,gneiss,gneiss24QQ6.jpg
5300,-9694.205163503766,-444.18845237339553,-22.659783389336006,gneiss,gneiss24TIJ.jpg
5301,-9693.093229435053,-447.7973947745397,-51.22177760541937,gneiss,gneiss24Z6F.jpg
5302,-9692.155878265521,-446.53984776607115,-45.166584524515514,gneiss,gneiss258DW.jpg
5303,-9695.57978307092,-221.5414991100269,821.6531077839094,gneiss,gneiss25DHR.jpg
5304,-9691.681481346886,-371.39504355631055,262.7113001257181,gneiss,gneiss25EM2.jpg
5305,-9691.05910122857,-345.01819119052215,321.2890238703408,gneiss,gneiss25T14.jpg
5306,-9688.123935458863,-447.0814548517703,-46.071050033309604,gneiss,gneiss25XV1.jpg
5307,-9687.43453559434,-432.12744037962494,30.07131872977687,gneiss,gneiss25ZFV.jpg
5308,-9688.304781292036,-341.83636263435983,387.46294912280763,gneiss,gneiss261H9.jpg
5309,-9686.177750433539,-397.8593969963013,185.91610801381978,gneiss,gneiss26C0J.jpg
5310,-9684.795400505433,-417.223976893533,106.59773549793903,gneiss,gneiss26UT2.jpg
5311,-9684.520055503144,-382.16388890604264,248.0438166037375,gneiss,gneiss26XUQ.jpg
5312,-9682.201480850166,-444.5578849404848,-29.609088192449384,gneiss,gneiss27O3B.jpg
5313,-9683.702007832204,-325.57308050499205,464.74705237890976,gneiss,gneiss2873D.jpg
5314,-9681.811723606155,-369.106518427718,310.9791766993804,gneiss,gneiss287D0.jpg
5315,-9679.836173439991,-415.4339418058617,105.8647552100045,gneiss,gneiss28KEP.jpg
5316,-9680.753964115334,-318.4310573887337,479.18540656549357,gneiss,gneiss28V69.jpg
5317,-9677.713717577502,-420.59881825439544,84.1027224018624,gneiss,gneiss28X1O.jpg
5318,-9676.081424429394,-448.5934800209632,-63.846574927308474,gneiss,gneiss290OI.jpg
5319,-9677.58070558602,-323.03820060629096,424.3899592205133,gneiss,gneiss2A0YN.jpg
5320,-9674.33914662159,-440.1279635957209,3.99661618431069,gneiss,gneiss2A9ZI.jpg
5321,-9676.34184063721,-285.80484391913404,566.6644188933061,gneiss,gneiss2ACZ6.jpg
5322,-9673.28892650675,-391.4856776571271,203.8683132667356,gneiss,gneiss2AGHI.jpg
5323,-9672.945564181013,-360.78026443595434,343.6061283138458,gneiss,gneiss2AXIR.jpg
5324,-9674.580455395291,-214.07713649918153,737.1836999162938,gneiss,gneiss2B6TC.jpg
5325,-9669.803146023738,-413.99373430018335,97.93678194840132,gneiss,gneiss2B7JB.jpg
5326,-9668.44507511999,-432.8546409485007,14.431688211753768,gneiss,gneiss2BIYM.jpg
5327,-9668.07157057671,-407.57244062140956,163.72117160999233,gneiss,gneiss2BRP9.jpg
5328,-9668.819717783674,-317.08901971886456,478.52545348851015,gneiss,gneiss2BRTD.jpg
5329,-9665.10983987944,-446.6740577041165,-50.445090437182195,gneiss,gneiss2CALN.jpg
5330,-9664.79549645072,-415.7556445668384,111.62995610674528,gneiss,gneiss2CR64.jpg
5331,-9668.176340100617,-165.94012228561542,856.4232468645957,gneiss,gneiss2CVBR.jpg
5332,-9662.139701205913,-446.89563431225304,-48.62859512329564,gneiss,gneiss2CWXR.jpg
5333,-9661.9348433615,-406.25059315371874,122.48331462449049,gneiss,gneiss2D8CB.jpg
5334,-9662.607302504952,-324.03963189952,421.97134084915433,gneiss,gneiss2DAIP.jpg
5335,-9661.10184513956,-344.2428038748573,290.8908957256892,gneiss,gneiss2DL0C.jpg
5336,-9658.66247016219,-424.41437172605197,70.97454053111531,gneiss,gneiss2EDDV.jpg
5337,-9661.508674304641,-234.67780845831302,837.5478273061536,gneiss,gneiss2EU03.jpg
5338,-9656.086075641802,-448.42945645423924,-64.21504574435028,gneiss,gneiss2FEWU.jpg
5339,-9654.99268796198,-449.78578836263694,-76.66304307682381,gneiss,gneiss2FHYB.jpg
5340,-9654.436389651364,-431.7845602381458,15.915894671389436,gneiss,gneiss2FOEQ.jpg
5341,-9653.083574332964,-448.0438644595114,-62.3626030776536,gneiss,gneiss2FP64.jpg
5342,-9652.729861535252,-419.01881794420854,78.44766341184338,gneiss,gneiss2GF8J.jpg
5343,-9651.831451149554,-411.2254286549552,90.11615879665572,gneiss,gneiss2GH7C.jpg
5344,-9650.135291932238,-445.5411633152168,-31.268480254909157,gneiss,gneiss2GZB6.jpg
5345,-9648.982492107003,-450.4733071176709,-83.33516482965025,gneiss,gneiss2HI8Y.jpg
5346,-9649.919506091825,-363.8533919232672,316.78387900117997,gneiss,gneiss2HP26.jpg
5347,-9647.238577405022,-442.77926776349597,-28.28600612057087,gneiss,gneiss2I55I.jpg
5348,-9646.643865562432,-423.9516282574599,66.52577032299911,gneiss,gneiss2IDL8.jpg
5349,-9645.057707563645,-446.95119233599024,-70.24861602222931,gneiss,gneiss2IHAH.jpg
5350,-9644.32153539116,-435.55093909976665,3.931541898543964,gneiss,gneiss2IIKB.jpg
5351,-9643.15097910038,-445.0587211586978,-43.74150634108166,gneiss,gneiss2IO5K.jpg
5352,-9642.224008455021,-441.5102891681636,-35.69282800678332,gneiss,gneiss2ITG5.jpg
5353,-9645.333687000011,-217.56296568047523,728.9569454953822,gneiss,gneiss2KEDH.jpg
5354,-9640.448181886472,-434.53337840662925,24.78672991718269,gneiss,gneiss2KSBJ.jpg
5355,-9638.966554425564,-444.3643132021132,-4.400564598760301,gneiss,gneiss2KZV5.jpg
5356,-9642.655449683121,-196.3220676475881,785.2368943465633,gneiss,gneiss2LAB5.jpg
5357,-9637.03486394501,-448.9636986695157,-71.09652827454897,gneiss,gneiss2LB3V.jpg
5358,-9637.315645511555,-395.2737771732703,209.27120084571675,gneiss,gneiss2LC5I.jpg
5359,-9637.083649442608,-347.6899436104504,323.3135725727449,gneiss,gneiss2M8KU.jpg
5360,-9636.593829503969,-317.85209582443844,421.42901623603154,gneiss,gneiss2MJPZ.jpg
5361,-9633.435642854338,-433.48345091068626,24.108746323090916,gneiss,gneiss2N4LN.jpg
5362,-9633.144957516482,-406.72875706397497,165.54195889062856,gneiss,gneiss2N5FZ.jpg
5363,-9631.013566643413,-449.97480490851655,-81.4410650800953,gneiss,gneiss2NXB4.jpg
5364,-9631.677269721351,-366.3559063465583,216.62800739821571,gneiss,gneiss2O1RI.jpg
5365,-9629.988219908051,-405.8489211886265,165.2792607256726,gneiss,gneiss2O6OC.jpg
5366,-9628.839140723283,-415.5215206383462,114.99403661608501,gneiss,gneiss2O7XY.jpg
5367,-9628.09825642687,-403.3771805117181,172.7135751619998,gneiss,gneiss2O8VD.jpg
5368,-9626.181481786605,-443.1474300794615,-39.2563370930704,gneiss,gneiss2OFGX.jpg
5369,-9625.089383742214,-441.6329687295457,9.517631525717839,gneiss,gneiss2OS7S.jpg
5370,-9624.322318857434,-438.0383280342004,-7.136646451891261,gneiss,gneiss2OWD9.jpg
5371,-9623.133803794297,-446.3161832689426,-46.59726504887523,gneiss,gneiss2OX0N.jpg
5372,-9623.149959174936,-400.0143153844012,184.1605559777017,gneiss,gneiss2P6P2.jpg
5373,-9624.247809949515,-293.0810803207396,555.6452495806317,gneiss,gneiss2PF15.jpg
5374,-9620.14969934012,-445.6426657243131,-46.2017258808126,gneiss,gneiss2PFHH.jpg
5375,-9619.132964230732,-446.0866656622978,-46.53978741124352,gneiss,gneiss2PV78.jpg
5376,-9618.063538097509,-448.4745272318428,-67.23747968871024,gneiss,gneiss2PVF8.jpg
5377,-9617.089159583536,-446.92429950364027,-56.9642179504811,gneiss,gneiss2PYM8.jpg
5378,-9618.751203237998,-318.9301512818273,494.7587994909516,gneiss,gneiss2Q4TM.jpg
5379,-9614.971674750153,-451.1253787437343,-90.41765254309354,gneiss,gneiss2QJ97.jpg
5380,-9614.636325221101,-422.5600007152906,51.917486541479605,gneiss,gneiss2QRGA.jpg
5381,-9613.707483701883,-420.1445601018569,82.89061228595097,gneiss,gneiss2QSIT.jpg
5382,-9613.08496738189,-399.92813017675064,142.75783599708024,gneiss,gneiss2QSY6.jpg
5383,-9611.163260867286,-445.09997632854623,-35.89637049333978,gneiss,gneiss2QX0W.jpg
5384,-9610.037753478207,-448.6068256336146,-69.95973759120399,gneiss,gneiss2RC3O.jpg
5385,-9609.429100985812,-433.5538350037209,17.951147469567104,gneiss,gneiss2RM1J.jpg
5386,-9610.530972579838,-330.2739644728954,427.4135676847276,gneiss,gneiss2S6XA.jpg
5387,-9607.114691667719,-446.4367259281323,-49.25866253604365,gneiss,gneiss2S75N.jpg
5388,-9606.37598213074,-435.171237248825,0.15005147496138152,gneiss,gneiss2SNDR.jpg
5389,-9606.091186980155,-401.207536667802,159.93174520054055,gneiss,gneiss2SRMK.jpg
5390,-9604.209062576008,-439.815958936128,2.5444129170798435,gneiss,gneiss2SUWW.jpg
5391,-9603.434244330014,-432.7148796990303,16.867636225472058,gneiss,gneiss2SZ38.jpg
5392,-9604.219921935039,-342.4040113152649,353.5793497927149,gneiss,gneiss2T1O3.jpg
5393,-9601.451682412218,-430.18256307997757,17.260238995391994,gneiss,gneiss2TCOJ.jpg
5394,-9600.24914830471,-442.4603819285333,-20.504321163963525,gneiss,gneiss2TD81.jpg
5395,-9601.481781770537,-318.9356414123498,388.38281470775456,gneiss,gneiss2TGPF.jpg
5396,-9598.812165573332,-415.6563032455803,117.02175017264256,gneiss,gneiss2UACP.jpg
5397,-9597.667790561,-419.7818212638409,76.5089064885045,gneiss,gneiss2UJX4.jpg
5398,-9595.94757324357,-449.7500863138593,-73.5660194011615,gneiss,gneiss2UUBA.jpg
5399,-9596.06136772382,-404.9300556880646,170.9650570432649,gneiss,gneiss2V05R.jpg
5400,-9594.055365011862,-447.8580968978777,-64.56925977300568,gneiss,gneiss2V1LV.jpg
5401,-9592.952525382789,-448.5084618036199,-60.791655027399166,gneiss,gneiss2V709.jpg
5402,-9593.806412246493,-363.71449137504385,275.45751899841173,gneiss,gneiss2VBEG.jpg
5403,-9591.795616253694,-413.8532087490333,95.16436279658109,gneiss,gneiss2VQED.jpg
5404,-9589.987780884627,-450.45428110726687,-87.02900288010703,gneiss,gneiss2W0KE.jpg
5405,-9589.079014418003,-447.73234460082193,-64.61847458051629,gneiss,gneiss2WHKD.jpg
5406,-9588.072248593246,-448.446615054268,-70.74209283209395,gneiss,gneiss2WPCO.jpg
5407,-9588.188901223048,-399.9581892094516,206.09916010654956,gneiss,gneiss2WPPU.jpg
5408,-9587.189371314676,-400.7189052230874,193.7518147106587,gneiss,gneiss2WWKL.jpg
5409,-9585.19232812477,-444.0769174318165,-32.94123498733434,gneiss,gneiss2WY01.jpg
5410,-9584.13174299571,-445.6610319255689,-45.01361540568404,gneiss,gneiss2X2YY.jpg
5411,-9583.818825713985,-414.55677988228615,104.72883606683234,gneiss,gneiss2X9OY.jpg
5412,-9582.02160402527,-449.1922150431263,-78.61834632731843,gneiss,gneiss2X9QD.jpg
5413,-9581.126125991677,-445.9501796149875,-55.06774581298862,gneiss,gneiss2XACV.jpg
5414,-9580.059509921088,-448.2182289527799,-69.28417418490041,gneiss,gneiss2XHN4.jpg
5415,-9579.328937023723,-436.60752214843995,0.5417827839505889,gneiss,gneiss2Y67D.jpg
5416,-9577.995331634434,-449.2098943593895,-78.89501216715468,gneiss,gneiss2YKB3.jpg
5417,-9578.506845624783,-389.0922804324629,245.11237262111308,gneiss,gneiss2Z627.jpg
5418,-9577.01633008598,-410.8935551112724,141.98674697993334,gneiss,gneiss2ZVLV.jpg
5419,-9575.761410486737,-418.30040467303166,94.99138932650276,gneiss,gneiss2ZXAJ.jpg
5420,-9573.92858694887,-450.1982920337258,-82.18577441906389,gneiss,gneiss2ZXLR.jpg
5421,-9573.479127543664,-428.6604524038105,32.171260664487335,gneiss,gneiss2ZYAD.jpg
5422,-9572.604183728829,-423.5266286264812,53.92870089891729,gneiss,gneiss303S2.jpg
5423,-9572.790781765283,-376.5546369370702,348.99550999954414,gneiss,gneiss306S6.jpg
5424,-9573.150362476716,-287.4850597678964,514.8189192885673,gneiss,gneiss307UJ.jpg
5425,-9570.43601973969,-382.7542396091249,226.89565696110066,gneiss,gneiss308FU.jpg
5426,-9569.191919745932,-394.0161634333359,138.72751544741052,gneiss,gneiss308WE.jpg
5427,-9569.14732607078,-352.1200603486739,353.43898120042587,gneiss,gneiss30H6I.jpg
5428,-9568.495330113037,-330.5350779649266,417.64444297915213,gneiss,gneiss313O0.jpg
5429,-9568.664866097575,-271.6269655143914,704.7576462032739,gneiss,gneiss316SG.jpg
5430,-9567.198803956882,-298.17646680481135,556.809460714074,gneiss,gneiss317AZ.jpg
5431,-9565.442300827883,-339.08491131785894,423.97985203350015,gneiss,gneiss31E5T.jpg
5432,-9562.009283176656,-448.6688434768264,-75.39396745178497,gneiss,gneiss31RUA.jpg
5433,-9561.031653881686,-448.4439320797271,-73.58588968739654,gneiss,gneiss31U0M.jpg
5434,-9560.435083130194,-433.90730930809593,14.822695183340548,gneiss,gneiss31ZIS.jpg
5435,-9560.595685710201,-381.92101294225364,250.15617262073147,gneiss,gneiss3272H.jpg
5436,-9558.122673847083,-445.3080712678164,-43.14633494229929,gneiss,gneiss328FS.jpg
5437,-9558.785212787761,-368.8731682591154,297.2655935596218,gneiss,gneiss32XUC.jpg
5438,-9557.617619640941,-376.55769797270983,271.22166957231155,gneiss,gneiss3355M.jpg
5439,-9555.045632055573,-447.82999140751843,-62.91817207025919,gneiss,gneiss3369W.jpg
5440,-9554.121252937526,-445.5052779314292,-43.61423289526988,gneiss,gneiss336O9.jpg
5441,-9554.030576790608,-402.20506715084923,141.40750270020695,gneiss,gneiss33GAP.jpg
5442,-9556.133170439136,-243.07595573736577,677.4017206419974,gneiss,gneiss3407C.jpg
5443,-9551.29571341142,-440.5918125324916,-14.007340796880639,gneiss,gneiss34BPK.jpg
5444,-9550.67909837535,-422.37787983338876,75.5487787318419,gneiss,gneiss34GPX.jpg
5445,-9550.149474837037,-402.3943122319478,182.512404455734,gneiss,gneiss34HZ7.jpg
5446,-9550.054481886189,-355.33004556517193,314.48828903274807,gneiss,gneiss3502T.jpg
5447,-9547.955086534628,-403.9473937701475,134.9105798122302,gneiss,gneiss352GL.jpg
5448,-9545.977684483798,-449.6431861298752,-83.30277100094754,gneiss,gneiss352H9.jpg
5449,-9545.065074261547,-447.2501805302846,-59.24816689935106,gneiss,gneiss359NH.jpg
5450,-9544.618455033304,-428.4607490839699,71.95593078916158,gneiss,gneiss35DFV.jpg
5451,-9544.576226135512,-374.37810189103027,249.2893849030037,gneiss,gneiss35DG5.jpg
5452,-9544.31095046716,-333.8541481769885,379.86106775874543,gneiss,gneiss35M21.jpg
5453,-9541.440521262504,-431.7177651108375,17.850107868748783,gneiss,gneiss36MEO.jpg
5454,-9542.220539320173,-343.4522760317692,357.5419749523175,gneiss,gneiss36NXY.jpg
5455,-9540.105363263016,-403.8267675611655,171.29528497336997,gneiss,gneiss36SA8.jpg
5456,-9538.27664239926,-441.3863869923126,-9.502111005309288,gneiss,gneiss37689.jpg
5457,-9537.064154194133,-447.06796313045635,-64.15972484320386,gneiss,gneiss37H05.jpg
5458,-9537.634327220367,-375.93884182370317,265.7893768019719,gneiss,gneiss37TUC.jpg
5459,-9535.86322255604,-413.38525456152655,113.32422800384592,gneiss,gneiss37V3C.jpg
5460,-9534.106586285323,-444.8879356394048,-48.30683889551679,gneiss,gneiss37X2V.jpg
5461,-9533.513969082369,-426.7434889211123,32.42626449686815,gneiss,gneiss383MB.jpg
5462,-9532.032374281893,-447.1258271439686,-65.81849281739042,gneiss,gneiss38BKE.jpg
5463,-9534.401381032456,-281.0219463386271,569.508794936557,gneiss,gneiss38D50.jpg
